helyseg_nev,ksh_kod,jogallas,varmegye,jaras_kod,jaras_nev,jaras_szekhelye,ph_kod,ph_szekhelye,terulet_ha,lako_nepesseg,lakasok_szama,becslult_terulet,bolgar,gorog,horvat,lengyel,nemet,ormeny,roma,roman,ruszin,szerb,szlovak,szloven,ukran
Söjtör,19080.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,2.0,[Helyben],3617.0,1429,613,,,,,,,,1.0,,,,,,
Söpte,24800.0,község,Vas,181 0,Szombathelyi,Szombathely,2.0,[Helyben],1278.0,784,280,,,,,,,,,,,,,,
Söréd,2893.0,község,Fejér,082 0,Móri,Mór,5.0,Magyaralmás,625.0,558,222,,,,,,,,,,,,,,
Sukoró,14951.0,község,Fejér,080 0,Gárdonyi,Gárdony,2.0,[Helyben],1627.0,2170,1038,,,,,,,,,,,,,,
Sumony,2547.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5.0,Királyegyháza,2021.0,396,154,,,,,,,,1.0,,,,,,
Súr,31990.0,község,Komárom-Esztergom,111 0,Kisbéri,Kisbér,5.0,Bakonyszombathely,3736.9999999999995,1224,500,,,,,,,,,,,,,,
Surd,2404.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,2.0,[Helyben],2194.0,529,236,,,,,,,,,,,,,,
Sükösd,21245.0,nagyközség,Bács-Kiskun,035 0,Bajai,Baja,1.0,–,9418.0,3334,1514,,,,,,,,1.0,,,,,,
Sülysáp,21713.0,város,Pest,131 0,Nagykátai,Nagykáta,1.0,–,4719.0,8525,3157,,,,,,,,1.0,,,,,,
Sümeg,25593.0,város,Veszprém,188 1,Sümegi,Sümeg,2.0,[Helyben],6413.0,5669,2648,,,,,,,,1.0,,,,,,
Sümegcsehi,21397.0,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,5.0,Óhíd,1743.0,519,262,,,,,,,,,,,,,,
Sümegprága,5388.0,község,Veszprém,188 0,Sümegi,Sümeg,5.0,Gógánfa,578.0,567,250,,,,,,,,,,,,,,
Süttő,8688.0,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,1.0,–,3446.0,2005,807,,,,,,1.0,,,,,,,,
Szabadbattyán,28705.0,nagyközség,Fejér,085 0,Székesfehérvári,Székesfehérvár,1.0,–,3365.9999999999995,4779,1785,,,,,,,,,,,,,,
Szabadegyháza,13259.0,község,Fejér,080 0,Gárdonyi,Gárdony,1.0,–,4164.0,1975,800,,,,,,,,,,,,,,
Szabadhídvég,18740.0,község,Fejér,079 0,Enyingi,Enying,5.0,Mezőszentgyörgy,4410.0,803,363,,,,,,,,,,,,,,
Szabadi,14854.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Nagyberki,823.0,246,121,,,,,,,,,,,,,,
Szabadkígyós,31325.0,község,Békés,046 0,Békéscsabai,Békéscsaba,1.0,–,4556.0,2283,1086,,,,,,,,,,,,,,
Szabadszállás,25061.0,város,Bács-Kiskun,043 0,Kunszentmiklósi,Kunszentmiklós,1.0,–,16462.0,5853,3009,,,,,,,,1.0,,,,,,
Szabadszentkirály,15079.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5.0,Királyegyháza,1269.0,716,287,,,,,,,,1.0,,,,,,
Szabás,28574.0,község,Somogy,145 0,Nagyatádi,Nagyatád,5.0,Kutas,1811.0,556,182,,,,,,,,1.0,,,,,,
Szabolcs,19169.0,község,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,5.0,Rakamaz,588.0,318,186,,,,,,,,,,,,,,
Szabolcsbáka,22053.0,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,5.0,Gyulaháza,1984.0,1096,433,,,,,,,,,,,,,,
Szabolcsveresmart,3586.0,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,2.0,[Helyben],2295.0,1382,545,,,,,,,,1.0,,,,,,
Szada,21458.0,nagyközség,Pest,128 0,Gödöllői,Gödöllő,1.0,–,1671.0,6631,2242,,,,,,,,,,,,,,
Szágy,27508.0,község,Baranya,025 0,Hegyháti,Sásd,5.0,Mindszentgodisa,940.0,114,61,,,,,,1.0,,1.0,,,,,,
Szajk,8475.0,község,Baranya,024 0,Bólyi,Bóly,5.0,Bóly,1136.0,747,317,,,,1.0,,1.0,,,,,,,,
Szajla,16063.0,község,Heves,109 0,Pétervásárai,Pétervására,5.0,Sirok,869.9999999999999,580,327,,,,,,,,1.0,,,,,,
Szajol,5874.0,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,1.0,–,3697.0,3679,1581,,,,,,,,,,,,,,
Szakácsi,32258.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Szendrőlád,863.0000000000001,215,59,,,,,,,,1.0,,,,,,
Szakadát,15316.0,község,Tolna,174 0,Tamási,Tamási,5.0,Gyönk,1070.0,197,146,,,,,,1.0,,,,,,,,
Szakáld,3805.0,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,5.0,Nemesbikk,1140.0,434,223,,,,,,,,,,,,,,
Szakály,4464.0,község,Tolna,174 0,Tamási,Tamási,5.0,Hőgyész,4102.0,1164,595,,,,,,,,1.0,,,,,,
Szakcs,10083.0,község,Tolna,171 0,Dombóvári,Dombóvár,5.0,Dombóvár,5579.0,696,441,,,,,,,,1.0,,,,,,
Szakmár,19530.0,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,2.0,[Helyben],7464.0,1069,591,,,,,,,,1.0,,,,,,
Szaknyér,16504.0,község,Vas,177 0,Körmendi,Körmend,5.0,Ivánc,293.0,43,44,,,,,,,,,,,,,,
Szakoly,4774.0,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,1.0,–,4145.0,2549,980,,,,,,,,1.0,,,,,,
Szakony,11369.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5.0,Sopronhorpács,1350.0,438,218,,,,,,,,,,,,,,
Szakonyfalu,20932.0,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,5.0,Alsószölnök,1119.0,310,138,,,,,,,,,,,,,1.0,
Szákszend,33516.0,község,Komárom-Esztergom,113 0,Oroszlányi,Oroszlány,5.0,Oroszlány,3593.0,1461,628,,,,,,,,,,,,,,
Szalafő,10223.0,község,Vas,177 0,Körmendi,Körmend,5.0,Őriszentpéter,2737.0,211,154,,,,,,,,,,,,,,
Szalánta,22257.0,község,Baranya,028 0,Pécsi,Pécs,2.0,[Helyben],1707.9999999999998,1190,421,,,,1.0,,,,1.0,,,,,,
Szalapa,20543.0,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,5.0,Óhíd,451.99999999999994,155,93,,,,,,,,,,,,,,
Szalaszend,31015.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,2.0,[Helyben],1822.0,1027,366,,,,,,,,1.0,,,,,,
Szalatnak,9007.0,község,Baranya,026 0,Komlói,Komló,5.0,Egyházaskozár,1028.0,293,169,,,,,,1.0,,1.0,,,,,,
Szálka,14711.0,község,Tolna,173 0,Szekszárdi,Szekszárd,5.0,Szekszárd,1707.9999999999998,581,258,,,,,,1.0,,,,,,,,
Szalkszentmárton,19947.0,község,Bács-Kiskun,043 0,Kunszentmiklósi,Kunszentmiklós,1.0,–,8208.0,2825,1314,,,,,,,,,,,,,,
Szalmatercs,19798.0,község,Nógrád,121 0,Szécsényi,Szécsény,5.0,Endrefalva,758.0,457,187,,,,,,,,1.0,,,,,,
Szalonna,16753.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,2.0,[Helyben],2007.9999999999998,965,404,,,,,,,,1.0,,,,,,
Szamosangyalos,18005.0,község,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,5.0,Csenger,803.9999999999999,489,187,,,,,,,,1.0,,,,,,
Szamosbecs,22017.0,község,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,5.0,Csenger,671.0,316,166,,,,,,,,,,,,,,
Szamoskér,16300.0,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,5.0,Szamosszeg,971.0000000000001,385,183,,,,,,,,,,,,,,
Szamossályi,10436.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5.0,Nagyszekeres,1158.0,596,316,,,,,,,,,,,,,,
Szamostatárfalva,30085.0,község,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,5.0,Csenger,450.0,293,124,,,,,,,,,,,,,,
Szamosújlak,31273.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5.0,Tunyogmatolcs,527.0,344,188,,,,,,,,,,,,,,
Szamosszeg,13046.0,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,2.0,[Helyben],3529.9999999999995,1653,725,,,,,,,,1.0,,,,,,
Szanda,13754.0,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,5.0,Magyarnándor,2148.0,506,409,,,,,,,,1.0,,,,,,
Szank,11794.0,község,Bács-Kiskun,042 0,Kiskunmajsai,Kiskunmajsa,1.0,–,7483.0,2160,1130,,,,,,,,,,,,,,
Szántód,34236.0,község,Somogy,146 0,Siófoki,Siófok,5.0,Balatonföldvár,791.0,594,828,,,,,,,,,,,,,,
Szany,8536.0,nagyközség,Győr-Moson-Sopron,086 0,Csornai,Csorna,2.0,[Helyben],3415.0,2010,974,,,,,,,,1.0,,,,,,
Szápár,16489.0,község,Veszprém,192 0,Zirci,Zirc,5.0,Csetény,709.0,479,192,,,,,,,,,,,,,,
Szaporca,34032.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Kovácshida,965.0,192,97,,,,,,,,,,,,,,
Szár,19549.0,község,Fejér,077 0,Bicskei,Bicske,2.0,[Helyben],2263.0,1718,620,,,,,,1.0,,,,,,,,
Szárász,7366.0,község,Baranya,026 0,Komlói,Komló,5.0,Egyházaskozár,598.0,34,31,,,,,,,,,,,,,,
Szárazd,18263.0,község,Tolna,174 0,Tamási,Tamási,5.0,Gyönk,779.0,201,121,,,,,,1.0,,,,,,,,
Szárföld,15714.0,község,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,2.0,[Helyben],1711.0,1035,432,,,,,,,,,,,,,,
Szárliget,33491.0,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,1.0,–,1456.0,2378,894,,,,,,,,,,,,,,
Szarvas,23870.0,város,Békés,052 1,Szarvasi,Szarvas,1.0,–,16157.0,14310,7750,,,,,,,,1.0,,,,1.0,,
Szarvasgede,10199.0,község,Nógrád,118 0,Pásztói,Pásztó,5.0,Palotás,999.0,396,207,,,,,,,,,,,,,,
Szarvaskend,17729.0,község,Vas,177 0,Körmendi,Körmend,5.0,Molnaszecsőd,1034.0,213,120,,,,,,,,,,,,,,
Szarvaskő,3382.0,község,Heves,104 0,Egri,Eger,5.0,Egerbakta,1259.0,311,198,,,,,,,,,,,,,,
Szászberek,5777.0,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,5.0,Besenyszög,3922.0,888,414,,,,,,,,,,,,,,
Szászfa,8147.0,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5.0,Selyeb,1213.0,95,82,,,,,,,,,,,,,,
Szászvár,33765.0,nagyközség,Baranya,026 0,Komlói,Komló,2.0,[Helyben],2117.0,2145,1033,,,,,,1.0,,1.0,,,,,,
Szatmárcseke,31237.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,2.0,[Helyben],3629.9999999999995,1472,584,,,,,,,,1.0,,,,,,
Szátok,15325.0,község,Nógrád,119 0,Rétsági,Rétság,5.0,Kétbodony,894.9999999999999,568,167,,,,,,,,1.0,,,,,,
Szatta,2440.0,község,Vas,177 0,Körmendi,Körmend,5.0,Őriszentpéter,601.0,62,45,,,,,,,,,,,,,,
Szatymaz,12007.0,község,Csongrád-Csanád,075 0,Szegedi,Szeged,1.0,–,5372.0,4957,2526,,,,,,,,1.0,,,,,,
Szava,31060.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Nagyharsány,1264.0,331,128,,,,,,1.0,,1.0,,,,,,
Százhalombatta,17312.0,város,Pest,127 0,Érdi,Érd,1.0,–,2806.0,18115,7841,,,,,,,,,1.0,,1.0,,,
Szebény,3018.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Palotabozsok,1437.0,288,163,,,,,,1.0,,,,,,,,
Szécsénke,23047.0,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,5.0,Galgaguta,977.9999999999999,191,127,,,,,,,,,,,,,,
Szécsény,6628.0,város,Nógrád,121 1,Szécsényi,Szécsény,2.0,[Helyben],4567.0,5138,2476,,,,,,,,1.0,,,,,,
Szécsényfelfalu,33011.0,község,Nógrád,121 0,Szécsényi,Szécsény,5.0,Endrefalva,822.0000000000001,393,219,,,,,,,,1.0,,,,,,
Szécsisziget,11554.0,község,Zala,194 0,Lenti,Lenti,5.0,Lovászi,620.0,188,105,,,,,,,,,,,,,,
Szederkény,5607.0,község,Baranya,024 0,Bólyi,Bóly,2.0,[Helyben],1433.0,1650,682,,,,1.0,,1.0,,,,,,,,
Szedres,16814.0,község,Tolna,173 0,Szekszárdi,Szekszárd,1.0,–,4631.0,1934,783,,,,,,,,1.0,,,,,,
Szeged,33367.0,"megyeszékhely, megyei jogú város",Csongrád-Csanád,075 1,Szegedi,Szeged,1.0,–,28100.0,157282,88894,,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
Szegerdő,18607.0,község,Somogy,144 0,Marcali,Marcali,5.0,Balatonszentgyörgy,546.0,207,93,,,,,,,,,,,,,,
Szeghalom,21883.0,város,Békés,053 1,Szeghalmi,Szeghalom,1.0,–,21713.0,7788,3887,,,,,,,,,,,,,,
Szegi,33817.0,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,5.0,Bodrogkeresztúr,905.0000000000001,310,146,,,,,,,,,,,,,,
Szegilong,31510.0,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,5.0,Bodrogkeresztúr,694.0,198,120,,,,,,,,,,,,,,
Szegvár,32489.0,nagyközség,Csongrád-Csanád,076 0,Szentesi,Szentes,1.0,–,8622.0,3939,2095,,,,,,,,1.0,,,,,,
Székely,31088.0,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,5.0,Nyírtét,1607.0,1005,346,,,,,,,,1.0,,,,,,
Székelyszabar,16771.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Himesháza,1548.0,515,239,,,,,,1.0,,,,,,,,
Székesfehérvár,14827.0,"megyeszékhely, megyei jogú város",Fejér,085 1,Székesfehérvári,Székesfehérvár,1.0,–,17089.0,95241,48799,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0
Székkutas,12265.0,község,Csongrád-Csanád,071 0,Hódmezővásárhelyi,Hódmezővásárhely,1.0,–,12561.0,1868,942,,,,,,,,,,,,,,
Szekszárd,22761.0,"megyeszékhely, megyei jogú város",Tolna,173 1,Szekszárdi,Szekszárd,2.0,[Helyben],9628.0,29337,15984,,,,,,1.0,,1.0,,,,,,
Szeleste,33172.0,község,Vas,179 0,Sárvári,Sárvár,5.0,Bő,2075.0,634,279,,,,,,,,,,,,,,
Szelevény,20428.0,község,Jász-Nagykun-Szolnok,165 0,Kunszentmártoni,Kunszentmárton,5.0,Tiszasas,4539.0,909,593,,,,,,,,,,,,,,
Szellő,16984.0,község,Baranya,029 0,Pécsváradi,Pécsvárad,5.0,Erzsébet,596.0,118,68,,,,,,,,,,,,,,
Szemely,9308.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Pécsudvard,947.0000000000001,453,192,,,,1.0,,,,,,,,,,
Szemenye,27997.0,község,Vas,182 0,Vasvári,Vasvár,5.0,Kám,1180.0,318,188,,,,,,,,,,,,,,
Szemere,9830.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5.0,Szalaszend,2630.0,402,140,,,,,,,,1.0,,,,,,
Szendehely,4507.0,község,Nógrád,119 0,Rétsági,Rétság,2.0,[Helyben],1003.9999999999999,1621,671,,,,,,1.0,,1.0,,,,,,
Szendrő,8077.0,város,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,2.0,[Helyben],5356.0,3921,1385,,,,,,,,1.0,,,,,,
Szendrőlád,27456.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,2.0,[Helyben],1770.0,2275,434,,,,,,,,1.0,,,,,,
Szenna,15103.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Simonfa,2698.0,752,284,,,,,,,,1.0,,,,,,
Szenta,11509.0,község,Somogy,141 0,Csurgói,Csurgó,5.0,Csurgó,6447.0,320,153,,,,,,,,1.0,,,,,,
Szentantalfa,3568.0,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5.0,Zánka,663.0,520,181,,,,,,1.0,,,,,,,,
Szentbalázs,25706.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Baté,1214.0,329,113,,,,,,,,,,,,,,
Szentbékkálla,7092.0,község,Veszprém,189 0,Tapolcai,Tapolca,5.0,Kővágóörs,1070.0,183,123,,,,,,,,,,,,,,
Szentborbás,32841.0,község,Somogy,140 0,Barcsi,Barcs,5.0,Darány,747.0,103,63,,,,1.0,,,,1.0,,,,,,
Szentdénes,32009.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5.0,Királyegyháza,1215.0,303,134,,,,,,,,1.0,,,,,,
Szentdomonkos,13231.0,község,Heves,109 0,Pétervásárai,Pétervására,5.0,Tarnalelesz,1839.9999999999998,464,208,,,,,,,,1.0,,,,,,
Szente,9043.0,község,Nógrád,119 0,Rétsági,Rétság,5.0,Kétbodony,753.0,285,161,,,,,,,,,,,,,,
Szentegát,33613.0,község,Baranya,033 0,Szigetvári,Szigetvár,5.0,Dencsháza,2778.0,320,148,,,,,,,,1.0,,,,,,
Szentendre,15440.0,város,Pest,135 1,Szentendrei,Szentendre,2.0,[Helyben],4382.0,28483,11688,,1,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0
Szentes,14456.0,város,Csongrád-Csanád,076 1,Szentesi,Szentes,2.0,[Helyben],35325.0,24482,12505,,,,,,,,1.0,,,,,,
Szentgál,7922.0,község,Veszprém,191 0,Veszprémi,Veszprém,1.0,–,9502.0,2616,1006,,,,,,,,1.0,,,,,,
Szentgáloskér,12973.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Gölle,2725.0,466,236,,,,,,,,,,,,,,
Szentgotthárd,31583.0,város,Vas,180 1,Szentgotthárdi,Szentgotthárd,2.0,[Helyben],6773.0,8064,3520,,,,,,1.0,,1.0,,,,,1.0,
Szentgyörgyvár,23126.0,község,Zala,193 0,Keszthelyi,Keszthely,5.0,Sármellék,1165.0,371,180,,,,,,,,,,,,,,
Szentgyörgyvölgy,18652.0,község,Zala,194 0,Lenti,Lenti,5.0,Csesztreg,2958.0,360,211,,,,,,,,,,,,,,
Szentimrefalva,10065.0,község,Veszprém,188 0,Sümegi,Sümeg,5.0,Csabrendek,1087.0,169,95,,,,,,,,,,,,,,
Szentistván,22169.0,nagyközség,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,2.0,[Helyben],5107.0,2355,1112,,,,,,,,1.0,,,,,,
Szentistvánbaksa,8484.0,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5.0,Szikszó,656.0,233,129,,,,,,,,,,,,,,
Szentjakabfa,11545.0,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5.0,Zánka,576.0,110,51,,,,,,1.0,,,,,,,,
Szentkatalin,9803.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5.0,Szentlőrinc,1331.0,97,66,,,,,,,,,,,,,,
Szentkirály,21120.0,község,Bács-Kiskun,044 0,Tiszakécskei,Tiszakécske,2.0,[Helyben],10189.0,1877,918,,,,,,,,,,,,,,
Szentkirályszabadja,16267.0,község,Veszprém,191 0,Veszprémi,Veszprém,1.0,–,2238.0,2022,729,,,,,,,,1.0,,,,,,
Szentkozmadombja,3124.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Bak,508.0,82,66,,,,,,,,,,,,,,
Szentlászló,16355.0,község,Baranya,033 0,Szigetvári,Szigetvár,2.0,[Helyben],1406.0,730,285,,,,,,1.0,,,,,,,,
Szentliszló,8615.0,község,Zala,195 0,Letenyei,Letenye,5.0,Bánokszentgyörgy,689.0,259,130,,,,,,,,,,,,,,
Szentlőrinc,15866.0,város,Baranya,032 1,Szentlőrinci,Szentlőrinc,2.0,[Helyben],2781.0,5899,2548,,,,1.0,,1.0,,1.0,,,,,,
Szentlőrinckáta,7542.0,község,Pest,131 0,Nagykátai,Nagykáta,5.0,Szentmártonkáta,2014.9999999999998,1875,834,,,,,,,,,,,,,,
Szentmargitfalva,14225.0,község,Zala,195 0,Letenyei,Letenye,5.0,Bázakerettye,312.0,78,65,,,,,,,,,,,,,,
Szentmártonkáta,28653.0,nagyközség,Pest,131 0,Nagykátai,Nagykáta,2.0,[Helyben],5218.0,4947,2001,,,,,,,,1.0,,,,,,
Szentpéterfa,21254.0,község,Vas,181 0,Szombathelyi,Szombathely,5.0,Pornóapáti,3124.0,950,385,,,,1.0,,,,,,,,,,
Szentpéterfölde,30067.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Bak,1199.0,107,79,,,,,,,,,,,,,,
Szentpéterszeg,19099.0,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5.0,Hencida,2551.0,967,471,,,,,,,,,,,,,,
Szentpéterúr,11165.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Nagypáli,1596.0,926,408,,,,,,,,1.0,,,,,,
Szenyér,30146.0,község,Somogy,144 0,Marcali,Marcali,5.0,Böhönye,2019.0000000000002,284,135,,,,,,,,1.0,,,,,,
Szepetnek,7700.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Újudvar,3039.0,1435,547,,,,1.0,,1.0,,1.0,,,,,,
Szerecseny,3887.0,község,Győr-Moson-Sopron,092 0,Téti,Tét,5.0,Gyömöre,1238.0,834,367,,,,,,,,,,,,,,
Szeremle,28820.0,község,Bács-Kiskun,035 0,Bajai,Baja,2.0,[Helyben],3406.0,1225,610,,,,,,,,1.0,,,,,,
Szerencs,30739.0,város,Borsod-Abaúj-Zemplén,066 1,Szerencsi,Szerencs,1.0,–,3668.0,8300,3777,,,,,,1.0,,1.0,,,,,,
Szerep,33437.0,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,5.0,Püspökladány,5604.0,1437,504,,,,,,,,1.0,,,,,,
Szergény,27793.0,község,Vas,176 0,Celldömölki,Celldömölk,5.0,Kenyeri,1561.0,252,164,,,,,,,,,,,,,,
Szigetbecse,26259.0,község,Pest,134 0,Ráckevei,Ráckeve,2.0,[Helyben],1712.0,1429,634,,,,,,1.0,,,,,,,,
Szigetcsép,7870.0,község,Pest,134 0,Ráckevei,Ráckeve,1.0,–,1820.0,2821,1110,,,,,,1.0,,,,,1.0,,,
Szigethalom,13277.0,város,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,1.0,–,911.9999999999999,18382,6680,,,,,,,,,,,,,,
Szigetmonostor,26213.0,község,Pest,135 0,Szentendrei,Szentendre,1.0,–,2351.0,2991,1503,,,,,,,,,,,,,,
Szigetszentmárton,15185.0,község,Pest,134 0,Ráckevei,Ráckeve,1.0,–,1073.0,2659,1315,,,,,,1.0,,,,,,,,
Szigetszentmiklós,28954.0,város,Pest,136 1,Szigetszentmiklósi,Szigetszentmiklós,1.0,–,4565.0,40132,16694,,1,1.0,,,1.0,,1.0,1.0,1.0,,,,1.0
Szigetújfalu,22114.0,község,Pest,134 0,Ráckevei,Ráckeve,1.0,–,1083.0,2139,931,,,,,,1.0,,,,,,,,
Szigetvár,26578.0,város,Baranya,033 1,Szigetvári,Szigetvár,1.0,–,3952.0000000000005,9383,4919,,,,1.0,,1.0,,1.0,,,,,,
Szigliget,24891.0,község,Veszprém,189 0,Tapolcai,Tapolca,2.0,[Helyben],3426.0,849,412,,,,,,,,,,,,,,
Szihalom,11013.0,község,Heves,105 0,Füzesabonyi,Füzesabony,2.0,[Helyben],3417.0,2016,984,,,,,,,,,,,,,,
Szijártóháza,26161.0,község,Zala,194 0,Lenti,Lenti,5.0,Rédics,378.0,50,27,,,,,,,,,,,,,,
Szikszó,21351.0,város,Borsod-Abaúj-Zemplén,067 1,Szikszói,Szikszó,2.0,[Helyben],3622.9999999999995,5415,2116,,,,,,,,1.0,,1.0,,,,
Szil,19266.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,2.0,[Helyben],3103.0,1295,601,,,,,,,,1.0,,,,,,
Szilágy,19831.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Bogád,1155.0,277,134,,,,,,1.0,,,,,,,,
Szilaspogony,7959.0,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5.0,Somoskőújfalu,1440.0,320,167,,,,,,,,1.0,,,,,,
Szilsárkány,3364.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,2.0,[Helyben],1670.0,675,318,,,,,,,,,,,,,,
Szilvágy,17853.0,község,Zala,194 0,Lenti,Lenti,5.0,Zalabaksa,2427.0,187,93,,,,,,,,,,,,,,
Szilvás,24712.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Szalánta,604.0,130,57,,,,,,,,,,,,,,
Szilvásvárad,5643.0,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,2.0,[Helyben],3782.0,1379,751,,,,,,,,,,,,,,
Szilvásszentmárton,32461.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Simonfa,708.0,172,64,,,,,,,,,,,,,,
Szin,20871.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Bódvaszilas,1810.0000000000002,753,241,,,,,,,,1.0,,,,,,
Szinpetri,11493.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Bódvaszilas,971.0000000000001,189,99,,,,,,,,,,,,,,
Szirák,21634.0,község,Nógrád,118 0,Pásztói,Pásztó,5.0,Vanyarc,1909.0,1093,427,,,,,,,,1.0,,,,,,
Szirmabesenyő,9496.0,nagyközség,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1.0,–,1575.0,4331,1663,,,,,,,,,,,,,,
Szob,24916.0,város,Pest,137 1,Szobi,Szob,1.0,–,1797.0,2488,1101,,,,,,,,,,,,,,
Szokolya,6947.0,község,Pest,137 0,Szobi,Szob,5.0,Kismaros,5905.0,1919,790,,,,,,,,,,,,,,
Szólád,15194.0,község,Somogy,146 0,Siófoki,Siófok,5.0,Balatonföldvár,1998.0,516,297,,,,,,,,,,,,,,
Szolnok,27854.0,"megyeszékhely, megyei jogú város",Jász-Nagykun-Szolnok,167 1,Szolnoki,Szolnok,1.0,–,18724.0,65564,36006,,,1.0,,1.0,,,1.0,,,,,,1.0
Szombathely,3009.0,"megyeszékhely, megyei jogú város",Vas,181 1,Szombathelyi,Szombathely,1.0,–,9870.0,76918,36687,,,,1.0,,1.0,,1.0,,,,,1.0,
Szomód,22619.0,község,Komárom-Esztergom,114 0,Tatai,Tata,1.0,–,2834.0,2347,902,,,,,,1.0,,,,,,,,
Szomolya,18892.0,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,2.0,[Helyben],2269.0,1469,706,,,,,,,,,,,,,,
