cntr_group,country,Code,era_yrs,varname,cntr_region,era_col,value,value_end,change_val,pop,synth,cntr_rank,trans_rec_end_yr,label_perc_end,era_num,era_low,era_high,scaling,change_val_lab,change_lab,change_sign
CEE,Hungary,HUN,1975-1989,% of G7,CEE: Hungary,"late socialism
(1973/75-1989)",43.02093510687709,35.52435748520892,-7.496577621668173,10515605,NA,3,1992,43,2,1.5,2.5,1,-7,HUN: -7,divergence
CEE,Hungary,HUN,1989-1992,% of G7,CEE: Hungary,"transition
(1989-1991/92)",35.52435748520892,28.690247918077585,-6.834109567131332,10403359,NA,3,1992,36,3,2.5,3.5,1,-7,HUN: -7,divergence
CEE,Hungary,HUN,1992-2022,% of G7,CEE: Hungary,"capitalism
(1992-2022)",28.690247918077585,61.021241129116376,32.33099321103879,10371431,NA,3,1992,29,4,3.5,4.5,1,32,HUN: +32,convergence
Baltics,Latvia,LVA,1973-1989,% of G7,Baltics: Latvia,"late socialism
(1973/75-1989)",57.61424860881908,50.56320663235997,-7.051041976459111,2415721,NA,2,1994,58,2,1.5,2.5,1,-7,LVA: -7,divergence
Baltics,Latvia,LVA,1989-1994,% of G7,Baltics: Latvia,"transition
(1989-1991/92)",50.56320663235997,26.412660518379482,-24.15054611398049,2664789,NA,2,1994,51,3,2.5,3.5,1,-24,LVA: -24,divergence
Baltics,Latvia,LVA,1994-2022,% of G7,Baltics: Latvia,"capitalism
(1992-2022)",26.412660518379482,56.39769287776983,29.985032359390345,2521185,NA,2,1994,26,4,3.5,4.5,1,30,LVA: +30,convergence
Baltics,Lithuania,LTU,1973-1989,% of G7,Baltics: Lithuania,"late socialism
(1973/75-1989)",55.75765639793198,47.43791552578156,-8.319740872150419,3236175,NA,3,1994,56,2,1.5,2.5,1,-8,LTU: -8,divergence
Baltics,Lithuania,LTU,1989-1994,% of G7,Baltics: Lithuania,"transition
(1989-1991/92)",47.43791552578156,23.759757655329064,-23.678157870452498,3696048,NA,3,1994,47,3,2.5,3.5,1,-24,LTU: -24,divergence
Baltics,Lithuania,LTU,1994-2022,% of G7,Baltics: Lithuania,"capitalism
(1992-2022)",23.759757655329064,63.94565271916081,40.18589506383175,3654839,NA,3,1994,24,4,3.5,4.5,1,40,LTU: +40,convergence
CEE,Poland,POL,1950-1975,% of G7,CEE: Poland,"early socialism
(1950-1973/75)",41.32456724697858,43.04418212682028,1.7196148798417,24780120,NA,4,1991,41,1,0.5,1.5,1,2,POL: +2,convergence
CEE,Poland,POL,1975-1989,% of G7,CEE: Poland,"late socialism
(1973/75-1989)",43.04418212682028,29.251175026446674,-13.793007100373607,33964338,NA,4,1991,43,2,1.5,2.5,1,-14,POL: -14,divergence
CEE,Poland,POL,1989-1991,% of G7,CEE: Poland,"transition
(1989-1991/92)",29.251175026446674,24.265469810321328,-4.985705216125346,37938044,NA,4,1991,29,3,2.5,3.5,1,-5,POL: -5,divergence
CEE,Poland,POL,1991-2022,% of G7,CEE: Poland,"capitalism
(1992-2022)",24.265469810321328,67.27121899517311,43.00574918485179,38152898,NA,4,1991,24,4,3.5,4.5,1,43,POL: +43,convergence
CEE,Romania,ROU,1950-1975,% of G7,CEE: Romania,"early socialism
(1950-1973/75)",19.962698964960904,27.875272398268763,7.912573433307859,16397220,NA,5,1992,20,1,0.5,1.5,1,8,ROU: +8,convergence
CEE,Romania,ROU,1975-1989,% of G7,CEE: Romania,"late socialism
(1973/75-1989)",27.875272398268763,20.279375695079267,-7.595896703189496,21268014,NA,5,1992,28,2,1.5,2.5,1,-8,ROU: -8,divergence
CEE,Romania,ROU,1989-1992,% of G7,CEE: Romania,"transition
(1989-1991/92)",20.279375695079267,15.101543513939536,-5.177832181139731,22887592,NA,5,1992,20,3,2.5,3.5,1,-5,ROU: -5,divergence
CEE,Romania,ROU,1992-2022,% of G7,CEE: Romania,"capitalism
(1992-2022)",15.101543513939536,54.27938637690028,39.177842862960745,22912341,NA,5,1992,15,4,3.5,4.5,1,39,ROU: +39,convergence
USSR,Russia,RUS,1950-1975,% of G7,USSR: Russia,"early socialism
(1950-1973/75)",35.08174646250773,51.9059461291663,16.824199666658572,103392314,NA,2,1998,35,1,0.5,1.5,1,17,RUS: +17,convergence
USSR,Russia,RUS,1975-1989,% of G7,USSR: Russia,"late socialism
(1973/75-1989)",51.9059461291663,41.21639077126029,-10.68955535790601,134136049,NA,2,1998,52,2,1.5,2.5,1,-11,RUS: -11,divergence
USSR,Russia,RUS,1989-1998,% of G7,USSR: Russia,"transition
(1989-1991/92)",41.21639077126029,23.65408006286911,-17.562310708391184,148281823,NA,2,1998,41,3,2.5,3.5,1,-18,RUS: -18,divergence
USSR,Russia,RUS,1998-2022,% of G7,USSR: Russia,"capitalism
(1992-2022)",23.65408006286911,52.70309255135658,29.049012488487474,147635488,NA,2,1998,24,4,3.5,4.5,1,29,RUS: +29,convergence
Yugosl.,Serbia,SRB,1952-1979,% of G7,Yugosl.: Serbia,"early socialism
(1950-1973/75)",19.674190757458373,43.42310168758941,23.748910930131036,6127217,NA,2,1993,20,1,0.5,1.5,1,24,SRB: +24,convergence
Yugosl.,Serbia,SRB,1979-1989,% of G7,Yugosl.: Serbia,"late socialism
(1973/75-1989)",43.42310168758941,35.3952132246065,-8.027888462982908,7758172,NA,2,1993,43,2,1.5,2.5,1,-8,SRB: -8,divergence
Yugosl.,Serbia,SRB,1989-1993,% of G7,Yugosl.: Serbia,"transition
(1989-1991/92)",35.3952132246065,14.541619208902445,-20.853594015704054,7881211,NA,2,1993,35,3,2.5,3.5,1,-21,SRB: -21,divergence
Yugosl.,Serbia,SRB,1993-2022,% of G7,Yugosl.: Serbia,"capitalism
(1992-2022)",14.541619208902445,35.424662390736245,20.8830431818338,7849677,NA,2,1993,15,4,3.5,4.5,1,21,SRB: +21,convergence
CEE,Slovakia,SVK,1950-1975,% of G7,CEE: Slovakia,"early socialism
(1950-1973/75)",52.38793796803289,48.57736819639613,-3.8105697716367573,3465707,TRUE,6,1992,52,1,0.5,1.5,1,-4,SVK: -4,divergence
CEE,Slovakia,SVK,1975-1989,% of G7,CEE: Slovakia,"late socialism
(1973/75-1989)",48.57736819639613,41.11307536277836,-7.464292833617769,4739131,TRUE,6,1992,49,2,1.5,2.5,1,-7,SVK: -7,divergence
CEE,Slovakia,SVK,1989-1992,% of G7,CEE: Slovakia,"transition
(1989-1991/92)",41.11307536277836,30.836218001063905,-10.276857361714455,5249882,NA,6,1992,41,3,2.5,3.5,1,-10,SVK: -10,divergence
CEE,Slovakia,SVK,1992-2022,% of G7,CEE: Slovakia,"capitalism
(1992-2022)",30.836218001063905,57.017157246236536,26.18093924517263,5306409,NA,6,1992,31,4,3.5,4.5,1,26,SVK: +26,convergence
Yugosl.,Slovenia,SVN,1952-1979,% of G7,Yugosl.: Slovenia,"early socialism
(1950-1973/75)",38.08969805110297,86.13269715547001,48.04299910436704,1479622,NA,3,1992,38,1,0.5,1.5,1,48,SVN: +48,convergence
Yugosl.,Slovenia,SVN,1979-1989,% of G7,Yugosl.: Slovenia,"late socialism
(1973/75-1989)",86.13269715547001,64.04586743925195,-22.086829716218062,1885870,NA,3,1992,86,2,1.5,2.5,1,-22,SVN: -22,divergence
Yugosl.,Slovenia,SVN,1989-1992,% of G7,Yugosl.: Slovenia,"transition
(1989-1991/92)",64.04586743925195,48.463274195324324,-15.582593243927626,1995417,NA,3,1992,64,3,2.5,3.5,1,-16,SVN: -16,divergence
Yugosl.,Slovenia,SVN,1992-2022,% of G7,Yugosl.: Slovenia,"capitalism
(1992-2022)",48.463274195324324,67.69670398001618,19.233429784691857,1995805,NA,3,1992,48,4,3.5,4.5,1,19,SVN: +19,convergence
USSR,Ukraine,UKR,1973-1989,% of G7,USSR: Ukraine,"late socialism
(1973/75-1989)",36.15978229095002,32.55081088483834,-3.608971406111678,48277070,NA,3,1998,36,2,1.5,2.5,1,-4,UKR: -4,divergence
USSR,Ukraine,UKR,1989-1998,% of G7,USSR: Ukraine,"transition
(1989-1991/92)",32.55081088483834,12.82614113752274,-19.724669747315602,51917779,NA,3,1998,33,3,2.5,3.5,1,-20,UKR: -20,divergence
USSR,Ukraine,UKR,1998-2022,% of G7,USSR: Ukraine,"capitalism
(1992-2022)",12.82614113752274,16.05534439936429,3.229203261841551,50379676,NA,3,1998,13,4,3.5,4.5,1,3,UKR: +3,convergence
USSR,Belarus,BLR,1973-1989,% of S_EUR4,USSR: Belarus,"late socialism
(1973/75-1989)",58.132310641391655,55.35910608874799,-2.773204552643662,9205662,NA,1,1995,58,2,1.5,2.5,1,-3,BLR: -3,divergence
USSR,Belarus,BLR,1989-1995,% of S_EUR4,USSR: Belarus,"transition
(1989-1991/92)",55.35910608874799,28.644385786379843,-26.71472030236815,10158729,NA,1,1995,55,3,2.5,3.5,1,-27,BLR: -27,divergence
USSR,Belarus,BLR,1995-2022,% of S_EUR4,USSR: Belarus,"capitalism
(1992-2022)",28.644385786379843,55.05510153860452,26.410715752224675,10197421,NA,1,1995,29,4,3.5,4.5,1,26,BLR: +26,convergence
CEE,Bulgaria,BGR,1950-1975,% of S_EUR4,CEE: Bulgaria,"early socialism
(1950-1973/75)",58.487576421404945,63.31732074608914,4.829744324684192,7248464,NA,1,1999,58,1,0.5,1.5,1,5,BGR: +5,convergence
CEE,Bulgaria,BGR,1975-1989,% of S_EUR4,CEE: Bulgaria,"late socialism
(1973/75-1989)",63.31732074608914,46.11939990980536,-17.197920836283778,8723102,NA,1,1999,63,2,1.5,2.5,1,-17,BGR: -17,divergence
CEE,Bulgaria,BGR,1989-1999,% of S_EUR4,CEE: Bulgaria,"transition
(1989-1991/92)",46.11939990980536,28.714855689592063,-17.404544220213296,8936335,NA,1,1999,46,3,2.5,3.5,1,-17,BGR: -17,divergence
CEE,Bulgaria,BGR,1999-2022,% of S_EUR4,CEE: Bulgaria,"capitalism
(1992-2022)",28.714855689592063,60.62737363937144,31.912517949779378,8067415,NA,1,1999,29,4,3.5,4.5,1,32,BGR: +32,convergence
Yugosl.,Croatia,HRV,1952-1979,% of S_EUR4,Yugosl.: Croatia,"early socialism
(1950-1973/75)",53.34222051637082,82.82617981464374,29.483959298272914,3957359,NA,1,1993,53,1,0.5,1.5,1,29,HRV: +29,convergence
Yugosl.,Croatia,HRV,1979-1989,% of S_EUR4,Yugosl.: Croatia,"late socialism
(1973/75-1989)",82.82617981464374,64.97584813695731,-17.850331677686427,4626900,NA,1,1993,83,2,1.5,2.5,1,-18,HRV: -18,divergence
Yugosl.,Croatia,HRV,1989-1993,% of S_EUR4,Yugosl.: Croatia,"transition
(1989-1991/92)",64.97584813695731,38.107207745100226,-26.868640391857085,4820680,NA,1,1993,65,3,2.5,3.5,1,-27,HRV: -27,divergence
Yugosl.,Croatia,HRV,1993-2022,% of S_EUR4,Yugosl.: Croatia,"capitalism
(1992-2022)",38.107207745100226,79.45317334999905,41.34596560489882,4729691,NA,1,1993,38,4,3.5,4.5,1,41,HRV: +41,convergence
CEE,Czechia,CZE,1950-1975,% of S_EUR4,CEE: Czechia,"early socialism
(1950-1973/75)",105.26070187569755,74.61838961298122,-30.64231226271633,8916664,TRUE,2,1992,105,1,0.5,1.5,1,-31,CZE: -31,divergence
CEE,Czechia,CZE,1975-1989,% of S_EUR4,CEE: Czechia,"late socialism
(1973/75-1989)",74.61838961298122,65.29237207658859,-9.326017536392627,10030738,NA,2,1992,75,2,1.5,2.5,1,-9,CZE: -9,divergence
CEE,Czechia,CZE,1989-1992,% of S_EUR4,CEE: Czechia,"transition
(1989-1991/92)",65.29237207658859,55.48569708998997,-9.806674986598622,10305562,NA,2,1992,65,3,2.5,3.5,1,-10,CZE: -10,divergence
CEE,Czechia,CZE,1992-2022,% of S_EUR4,CEE: Czechia,"capitalism
(1992-2022)",55.48569708998997,94.94132028266655,39.45562319267658,10312408,NA,2,1992,55,4,3.5,4.5,1,39,CZE: +39,convergence
Baltics,Estonia,EST,1973-1989,% of S_EUR4,Baltics: Estonia,"late socialism
(1973/75-1989)",96.17165262445312,87.41180974023364,-8.75984288421948,1399299,NA,1,1994,96,2,1.5,2.5,1,-9,EST: -9,divergence
Baltics,Estonia,EST,1989-1994,% of S_EUR4,Baltics: Estonia,"transition
(1989-1991/92)",87.41180974023364,51.19579416384377,-36.216015576389864,1567538,NA,1,1994,87,3,2.5,3.5,1,-36,EST: -36,divergence
Baltics,Estonia,EST,1994-2022,% of S_EUR4,Baltics: Estonia,"capitalism
(1992-2022)",51.19579416384377,88.52306298727221,37.32726882342844,1475669,NA,1,1994,51,4,3.5,4.5,1,37,EST: +37,convergence
CEE,Hungary,HUN,1950-1975,% of S_EUR4,CEE: Hungary,"early socialism
(1950-1973/75)",87.84247324992923,63.031217736800734,-24.811255513128494,9337826,NA,3,1992,88,1,0.5,1.5,1,-25,HUN: -25,divergence
CEE,Hungary,HUN,1975-1989,% of S_EUR4,CEE: Hungary,"late socialism
(1973/75-1989)",63.031217736800734,51.216366290632656,-11.814851446168078,10515605,NA,3,1992,63,2,1.5,2.5,1,-12,HUN: -12,divergence
CEE,Hungary,HUN,1989-1992,% of S_EUR4,CEE: Hungary,"transition
(1989-1991/92)",51.216366290632656,39.64828725461389,-11.568079036018766,10403359,NA,3,1992,51,3,2.5,3.5,1,-12,HUN: -12,divergence
CEE,Hungary,HUN,1992-2022,% of S_EUR4,CEE: Hungary,"capitalism
(1992-2022)",39.64828725461389,86.71081798928734,47.062530734673444,10371431,NA,3,1992,40,4,3.5,4.5,1,47,HUN: +47,convergence
Baltics,Latvia,LVA,1973-1989,% of S_EUR4,Baltics: Latvia,"late socialism
(1973/75-1989)",87.16013390255894,72.89825615537562,-14.26187774718332,2415721,NA,2,1994,87,2,1.5,2.5,1,-14,LVA: -14,divergence
Baltics,Latvia,LVA,1989-1994,% of S_EUR4,Baltics: Latvia,"transition
(1989-1991/92)",72.89825615537562,36.91960311378194,-35.97865304159368,2664789,NA,2,1994,73,3,2.5,3.5,1,-36,LVA: -36,divergence
Baltics,Latvia,LVA,1994-2022,% of S_EUR4,Baltics: Latvia,"capitalism
(1992-2022)",36.91960311378194,80.14078362963052,43.22118051584858,2521185,NA,2,1994,37,4,3.5,4.5,1,43,LVA: +43,convergence
Baltics,Lithuania,LTU,1973-1989,% of S_EUR4,Baltics: Lithuania,"late socialism
(1973/75-1989)",84.35143935892138,68.39244477944793,-15.958994579473455,3236175,NA,3,1994,84,2,1.5,2.5,1,-16,LTU: -16,divergence
Baltics,Lithuania,LTU,1989-1994,% of S_EUR4,Baltics: Lithuania,"transition
(1989-1991/92)",68.39244477944793,33.21137687375277,-35.18106790569516,3696048,NA,3,1994,68,3,2.5,3.5,1,-35,LTU: -35,divergence
Baltics,Lithuania,LTU,1994-2022,% of S_EUR4,Baltics: Lithuania,"capitalism
(1992-2022)",33.21137687375277,90.86638933490374,57.655012461150974,3654839,NA,3,1994,33,4,3.5,4.5,1,58,LTU: +58,convergence
CEE,Poland,POL,1950-1975,% of S_EUR4,CEE: Poland,"early socialism
(1950-1973/75)",86.66472190101796,63.06527761885888,-23.599444282159077,24780120,NA,4,1991,87,1,0.5,1.5,1,-24,POL: -24,divergence
CEE,Poland,POL,1975-1989,% of S_EUR4,CEE: Poland,"late socialism
(1973/75-1989)",63.06527761885888,42.17216019205052,-20.89311742680836,33964338,NA,4,1991,63,2,1.5,2.5,1,-21,POL: -21,divergence
CEE,Poland,POL,1989-1991,% of S_EUR4,CEE: Poland,"transition
(1989-1991/92)",42.17216019205052,33.578454775599425,-8.593705416451094,37938044,NA,4,1991,42,3,2.5,3.5,1,-9,POL: -9,divergence
CEE,Poland,POL,1991-2022,% of S_EUR4,CEE: Poland,"capitalism
(1992-2022)",33.578454775599425,95.59199908545702,62.01354430985759,38152898,NA,4,1991,34,4,3.5,4.5,1,62,POL: +62,convergence
CEE,Romania,ROU,1950-1975,% of S_EUR4,CEE: Romania,"early socialism
(1950-1973/75)",41.865211651274294,40.84086874548302,-1.024342905791272,16397220,NA,5,1992,42,1,0.5,1.5,1,-1,ROU: -1,divergence
CEE,Romania,ROU,1975-1989,% of S_EUR4,CEE: Romania,"late socialism
(1973/75-1989)",40.84086874548302,29.237289771587964,-11.603578973895058,21268014,NA,5,1992,41,2,1.5,2.5,1,-12,ROU: -12,divergence
CEE,Romania,ROU,1989-1992,% of S_EUR4,CEE: Romania,"transition
(1989-1991/92)",29.237289771587964,20.869472335631382,-8.367817435956582,22887592,NA,5,1992,29,3,2.5,3.5,1,-8,ROU: -8,divergence
CEE,Romania,ROU,1992-2022,% of S_EUR4,CEE: Romania,"capitalism
(1992-2022)",20.869472335631382,77.13068278533974,56.26121044970836,22912341,NA,5,1992,21,4,3.5,4.5,1,56,ROU: +56,convergence
USSR,Russia,RUS,1950-1975,% of S_EUR4,USSR: Russia,"early socialism
(1950-1973/75)",73.57245347070261,76.04890465942326,2.4764511887206453,103392314,NA,2,1998,74,1,0.5,1.5,1,2,RUS: +2,convergence
USSR,Russia,RUS,1975-1989,% of S_EUR4,USSR: Russia,"late socialism
(1973/75-1989)",76.04890465942326,59.42271490195551,-16.62618975746775,134136049,NA,2,1998,76,2,1.5,2.5,1,-17,RUS: -17,divergence
USSR,Russia,RUS,1989-1998,% of S_EUR4,USSR: Russia,"transition
(1989-1991/92)",59.42271490195551,32.0529562536524,-27.36975864830311,148281823,NA,2,1998,59,3,2.5,3.5,1,-27,RUS: -27,divergence
USSR,Russia,RUS,1998-2022,% of S_EUR4,USSR: Russia,"capitalism
(1992-2022)",32.0529562536524,74.89077870480575,42.83782245115336,147635488,NA,2,1998,32,4,3.5,4.5,1,43,RUS: +43,convergence
Yugosl.,Serbia,SRB,1952-1979,% of S_EUR4,Yugosl.: Serbia,"early socialism
(1950-1973/75)",39.58779842559003,63.756153277357605,24.168354851767575,6127217,NA,2,1993,40,1,0.5,1.5,1,24,SRB: +24,convergence
Yugosl.,Serbia,SRB,1979-1989,% of S_EUR4,Yugosl.: Serbia,"late socialism
(1973/75-1989)",63.756153277357605,51.03017573790837,-12.725977539449232,7758172,NA,2,1993,64,2,1.5,2.5,1,-13,SRB: -13,divergence
Yugosl.,Serbia,SRB,1989-1993,% of S_EUR4,Yugosl.: Serbia,"transition
(1989-1991/92)",51.03017573790837,20.378581867849174,-30.651593870059198,7881211,NA,2,1993,51,3,2.5,3.5,1,-31,SRB: -31,divergence
Yugosl.,Serbia,SRB,1993-2022,% of S_EUR4,Yugosl.: Serbia,"capitalism
(1992-2022)",20.378581867849174,50.33823298342282,29.959651115573646,7849677,NA,2,1993,20,4,3.5,4.5,1,30,SRB: +30,convergence
CEE,Slovakia,SVK,1950-1975,% of S_EUR4,CEE: Slovakia,"early socialism
(1950-1973/75)",109.86651228148803,71.17210874801107,-38.69440353347696,3465707,TRUE,6,1992,110,1,0.5,1.5,1,-39,SVK: -39,divergence
CEE,Slovakia,SVK,1975-1989,% of S_EUR4,CEE: Slovakia,"late socialism
(1973/75-1989)",71.17210874801107,59.27376245977608,-11.89834628823499,4739131,TRUE,6,1992,71,2,1.5,2.5,1,-12,SVK: -12,divergence
CEE,Slovakia,SVK,1989-1992,% of S_EUR4,CEE: Slovakia,"transition
(1989-1991/92)",59.27376245977608,42.61389558720827,-16.65986687256781,5249882,NA,6,1992,59,3,2.5,3.5,1,-17,SVK: -17,divergence
CEE,Slovakia,SVK,1992-2022,% of S_EUR4,CEE: Slovakia,"capitalism
(1992-2022)",42.61389558720827,81.02103878522969,38.40714319802142,5306409,NA,6,1992,43,4,3.5,4.5,1,38,SVK: +38,convergence
Yugosl.,Slovenia,SVN,1952-1979,% of S_EUR4,Yugosl.: Slovenia,"early socialism
(1950-1973/75)",76.642912896787,126.464698020544,49.82178512375701,1479622,NA,3,1992,77,1,0.5,1.5,1,50,SVN: +50,convergence
Yugosl.,Slovenia,SVN,1979-1989,% of S_EUR4,Yugosl.: Slovenia,"late socialism
(1973/75-1989)",126.464698020544,92.33654985979096,-34.12814816075304,1885870,NA,3,1992,126,2,1.5,2.5,1,-34,SVN: -34,divergence
Yugosl.,Slovenia,SVN,1989-1992,% of S_EUR4,Yugosl.: Slovenia,"transition
(1989-1991/92)",92.33654985979096,66.97348249070434,-25.36306736908662,1995417,NA,3,1992,92,3,2.5,3.5,1,-25,SVN: -25,divergence
Yugosl.,Slovenia,SVN,1992-2022,% of S_EUR4,Yugosl.: Slovenia,"capitalism
(1992-2022)",66.97348249070434,96.19661069930206,29.223128208597714,1995805,NA,3,1992,67,4,3.5,4.5,1,29,SVN: +29,convergence
USSR,Ukraine,UKR,1973-1989,% of S_EUR4,USSR: Ukraine,"late socialism
(1973/75-1989)",54.70333367992844,46.929328814155994,-7.774004865772447,48277070,NA,3,1998,55,2,1.5,2.5,1,-8,UKR: -8,divergence
USSR,Ukraine,UKR,1989-1998,% of S_EUR4,USSR: Ukraine,"transition
(1989-1991/92)",46.929328814155994,17.380330991165238,-29.548997822990756,51917779,NA,3,1998,47,3,2.5,3.5,1,-30,UKR: -30,divergence
USSR,Ukraine,UKR,1998-2022,% of S_EUR4,USSR: Ukraine,"capitalism
(1992-2022)",17.380330991165238,22.814548183686878,5.43421719252164,50379676,NA,3,1998,17,4,3.5,4.5,1,5,UKR: +5,convergence
USSR,Belarus,BLR,1973-1989,intusd2011ppp,USSR: Belarus,"late socialism
(1973/75-1989)",9.028938392241612,9.383705270727246,0.35476687848563415,9205662,NA,1,1995,8341,2,1.5,2.5,1,0.35,BLR: +0.35,increase
USSR,Belarus,BLR,1989-1995,intusd2011ppp,USSR: Belarus,"transition
(1989-1991/92)",9.383705270727246,8.852753869837343,-0.5309514008899026,10158729,NA,1,1995,11893,3,2.5,3.5,1,-0.53,BLR: -0.53,decrease
USSR,Belarus,BLR,1995-2022,intusd2011ppp,USSR: Belarus,"capitalism
(1992-2022)",8.852753869837343,9.83626805412181,0.9835141842844664,10197421,NA,1,1995,6994,4,3.5,4.5,1,0.98,BLR: +0.98,increase
CEE,Bulgaria,BGR,1950-1975,intusd2011ppp,CEE: Bulgaria,"early socialism
(1950-1973/75)",7.875499292445208,9.137231900155545,1.2617326077103366,7248464,NA,1,1999,2632,1,0.5,1.5,1,1.26,BGR: +1.26,increase
CEE,Bulgaria,BGR,1975-1989,intusd2011ppp,CEE: Bulgaria,"late socialism
(1973/75-1989)",9.137231900155545,9.20109779060925,0.06386589045370528,8723102,NA,1,1999,9295,2,1.5,2.5,1,0.06,BGR: +0.06,increase
CEE,Bulgaria,BGR,1989-1999,intusd2011ppp,CEE: Bulgaria,"transition
(1989-1991/92)",9.20109779060925,8.977369313515664,-0.22372847709358545,8936335,NA,1,1999,9908,3,2.5,3.5,1,-0.22,BGR: -0.22,decrease
CEE,Bulgaria,BGR,1999-2022,intusd2011ppp,CEE: Bulgaria,"capitalism
(1992-2022)",8.977369313515664,9.932680025551392,0.9553107120357271,8067415,NA,1,1999,7922,4,3.5,4.5,1,0.96,BGR: +0.96,increase
Yugosl.,Croatia,HRV,1952-1979,intusd2011ppp,Yugosl.: Croatia,"early socialism
(1950-1973/75)",7.914983005848394,9.546383945305841,1.6314009394574471,3957359,NA,1,1993,2738,1,0.5,1.5,1,1.63,HRV: +1.63,increase
Yugosl.,Croatia,HRV,1979-1989,intusd2011ppp,Yugosl.: Croatia,"late socialism
(1973/75-1989)",9.546383945305841,9.543879740512757,-0.002504204793083886,4626900,NA,1,1993,13994,2,1.5,2.5,1,-0,HRV: +0,no change
Yugosl.,Croatia,HRV,1989-1993,intusd2011ppp,Yugosl.: Croatia,"transition
(1989-1991/92)",9.543879740512757,9.075612835685543,-0.4682669048272139,4820680,NA,1,1993,13959,3,2.5,3.5,1,-0.47,HRV: -0.47,decrease
Yugosl.,Croatia,HRV,1993-2022,intusd2011ppp,Yugosl.: Croatia,"capitalism
(1992-2022)",9.075612835685543,10.20310135790352,1.127488522217977,4729691,NA,1,1993,8740,4,3.5,4.5,1,1.13,HRV: +1.13,increase
CEE,Czechia,CZE,1950-1975,intusd2011ppp,CEE: Czechia,"early socialism
(1950-1973/75)",8.4631250775483,9.301459965343666,0.8383348877953658,8916664,TRUE,2,1992,4737,1,0.5,1.5,1,0.84,CZE: +0.84,increase
CEE,Czechia,CZE,1975-1989,intusd2011ppp,CEE: Czechia,"late socialism
(1973/75-1989)",9.301459965343666,9.54873932271967,0.24727935737600504,10030738,NA,2,1992,10954,2,1.5,2.5,1,0.25,CZE: +0.25,increase
CEE,Czechia,CZE,1989-1992,intusd2011ppp,CEE: Czechia,"transition
(1989-1991/92)",9.54873932271967,9.458015117975545,-0.09072420474412546,10305562,NA,2,1992,14027,3,2.5,3.5,1,-0.09,CZE: -0.09,decrease
CEE,Czechia,CZE,1992-2022,intusd2011ppp,CEE: Czechia,"capitalism
(1992-2022)",9.458015117975545,10.381192543767629,0.9231774257920833,10312408,NA,2,1992,12810,4,3.5,4.5,1,0.92,CZE: +0.92,increase
Baltics,Estonia,EST,1973-1989,intusd2011ppp,Baltics: Estonia,"late socialism
(1973/75-1989)",9.532351404751555,9.840494503208207,0.308143098456652,1399299,NA,1,1994,13799,2,1.5,2.5,1,0.31,EST: +0.31,increase
Baltics,Estonia,EST,1989-1994,intusd2011ppp,Baltics: Estonia,"transition
(1989-1991/92)",9.840494503208207,9.398483367931334,-0.4420111352768732,1567538,NA,1,1994,18779,3,2.5,3.5,1,-0.44,EST: -0.44,decrease
Baltics,Estonia,EST,1994-2022,intusd2011ppp,Baltics: Estonia,"capitalism
(1992-2022)",9.398483367931334,10.311196641035995,0.9127132731046608,1475669,NA,1,1994,12070,4,3.5,4.5,1,0.91,EST: +0.91,increase
CEE,Hungary,HUN,1950-1975,intusd2011ppp,CEE: Hungary,"early socialism
(1950-1973/75)",8.282230063296685,9.13270310224903,0.8504730389523445,9337826,NA,3,1992,3953,1,0.5,1.5,1,0.85,HUN: +0.85,increase
CEE,Hungary,HUN,1975-1989,intusd2011ppp,CEE: Hungary,"late socialism
(1973/75-1989)",9.13270310224903,9.305923241869912,0.17322013962088256,10515605,NA,3,1992,9253,2,1.5,2.5,1,0.17,HUN: +0.17,increase
CEE,Hungary,HUN,1989-1992,intusd2011ppp,CEE: Hungary,"transition
(1989-1991/92)",9.305923241869912,9.12193759106929,-0.18398565080062212,10403359,NA,3,1992,11003,3,2.5,3.5,1,-0.18,HUN: -0.18,decrease
CEE,Hungary,HUN,1992-2022,intusd2011ppp,CEE: Hungary,"capitalism
(1992-2022)",9.12193759106929,10.290512175211514,1.168574584142224,10371431,NA,3,1992,9154,4,3.5,4.5,1,1.17,HUN: +1.17,increase
Baltics,Latvia,LVA,1973-1989,intusd2011ppp,Baltics: Latvia,"late socialism
(1973/75-1989)",9.433963808127244,9.658928824466434,0.22496501633919053,2415721,NA,2,1994,12506,2,1.5,2.5,1,0.22,LVA: +0.22,increase
Baltics,Latvia,LVA,1989-1994,intusd2011ppp,Baltics: Latvia,"transition
(1989-1991/92)",9.658928824466434,9.07156864417671,-0.5873601802897248,2664789,NA,2,1994,15661,3,2.5,3.5,1,-0.59,LVA: -0.59,decrease
Baltics,Latvia,LVA,1994-2022,intusd2011ppp,Baltics: Latvia,"capitalism
(1992-2022)",9.07156864417671,10.211718407664442,1.1401497634877327,2521185,NA,2,1994,8704,4,3.5,4.5,1,1.14,LVA: +1.14,increase
Baltics,Lithuania,LTU,1973-1989,intusd2011ppp,Baltics: Lithuania,"late socialism
(1973/75-1989)",9.401208634738603,9.595126468875947,0.1939178341373431,3236175,NA,3,1994,12103,2,1.5,2.5,1,0.19,LTU: +0.19,increase
